Index,STNAME,CTYNAME,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,aggregateCases,aggregateCasesPerOneHundredThousand,meanAggregateCases,,POPESTIMATE2009,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,meanPopulation,lessHighSchoolDiploma,lessHSPercent,highSchoolDiplomaOnly,hsOnlyPercent,someCollegeOrAssociateDegree,someCollegePercent,bachelorDegreeOrHigher,bachelorPercent,aggregateEducation,"Percent of adults with less than a high school diploma, 2009-2013","Percent of adults with a high school diploma only, 2009-2013","Percent of adults completing some college or associate's degree, 2009-2013","Percent of adults with a bachelor's degree or higher, 2009-2013",Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Median_Household_Income_2009,Median_Household_Income_2010,Median_Household_Income_2011,Median_Household_Income_2012,Median_Household_Income_2013,aggregateMedianHouseInc,aggregateMedianIncPercentage
Arkansas-Washington County,Arkansas,Washington County,5,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200181,204023,207796,211552,216410,1039962,21658,0.020825761,35209,0.033856045,31667,0.030450151,35643,0.034273368,124177,17,28,26,29,105608,99856,5752,5,108276,103486,4790,4,41098,39692,39230,41856,43302,41035.6,0.039458749
Arkansas-White County,Arkansas,White County,5,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,76338,77339,78107,78622,78483,388889,8609,0.022137422,18417,0.047357986,13514,0.034750276,8948,0.023009136,49488,17,37,27,18,34730,31949,2781,8,34055,31598,2457,7,38796,39974,42958,40950,43363,41208.2,0.105963913
Arkansas-Woodruff County,Arkansas,Woodruff County,5,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7359,7246,7203,7084,7072,35964,1328,0.036925815,2245,0.062423535,948,0.026359693,506,0.014069625,5027,26,45,19,10,3206,2893,313,10,3150,2903,247,8,26754,27003,27357,29184,29159,27891.4,0.775536648
Arkansas-Yell County,Arkansas,Yell County,5,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22496,22165,21969,21897,21893,110420,4193,0.037973193,6253,0.056629234,2807,0.025421119,1377,0.012470567,14630,29,43,19,9,8959,8364,595,7,8963,8457,506,6,33699,33522,33747,38322,34679,34793.8,0.315104148
California-Alameda County,California,Alameda County,6,1,4,3,7,2,0,5,3,3,6,3,3,2,4,0,1,12,0.00012,2.4,,1491482,1513527,1531324,1553960,1578891,7669184,141933,0.018506923,199930,0.026069266,266185,0.034708386,436208,0.05687802,1044256,14,19,25,42,806366,747783,58583,7,811346,763663,47683,6,68258,66937,67295,70209,72128,68965.4,0.008992534
California-Alpine County,California,Alpine County,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1041,1158,1112,1138,1159,5608,78,0.013908702,264,0.047075606,218,0.038873039,254,0.045292439,814,10,32,27,31,521,470,51,10,491,448,43,9,45391,44241,46706,46336,49392,46413.2,8.276248217
California-Amador County,California,Amador County,6,5,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,2,0.00002,0.4,,37876,37855,37493,37003,36519,186746,3421,0.018319,8143,0.043604682,11717,0.062742977,5575,0.029853384,28856,12,28,41,19,14416,12925,1491,10,14459,13252,1207,8,54461,49516,51553,51388,52357,51855,0.27767663
California-Butte County,California,Butte County,6,7,3,1,3,2,2,0,1,0,2,3,2,0,1,0,2,6,0.00006,1.2,,220577,219914,219913,221016,222090,1103510,17372,0.015742494,32500,0.029451478,56830,0.051499307,34506,0.031269313,141208,12,23,40,24,101931,91437,10494,10,101924,93104,8820,9,41196,41168,39208,40748,42395,40943,0.037102518
California-Calaveras County,California,Calaveras County,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46731,45472,45118,44731,44515,226567,2428,0.010716477,9409,0.041528554,14589,0.064391549,7120,0.031425583,33546,7,28,43,21,20217,18203,2014,10,20307,18666,1641,8,51564,50745,50599,50962,52598,51293.6,0.226394841
California-Colusa County,California,Colusa County,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21321,21459,21407,21355,21358,106900,4013,0.037539757,3342,0.031262862,3956,0.037006548,1808,0.016913003,13119,31,25,30,14,11265,9126,2139,19,11152,9205,1947,18,47472,44981,47469,49871,48897,47738,0.446566885
California-Contra Costa County,California,Contra Costa County,6,13,1,5,3,4,0,4,1,0,1,3,1,3,1,4,3,12,0.00012,2.4,,1041274,1052700,1065917,1078257,1094205,5332353,80091,0.015019823,137591,0.025803055,218609,0.040996723,279337,0.052385317,715628,11,19,31,39,540309,499924,40385,8,544022,510513,33509,6,75084,73678,74241,74208,78909,75224,0.014107093
California-Del Norte County,California,Del Norte County,6,15,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0.00002,0.4,,29114,28578,28485,28248,27873,142298,4089,0.028735471,6102,0.04288184,6604,0.046409647,2742,0.019269421,19537,21,31,34,14,10358,9134,1224,12,10041,9019,1022,10,38252,35438,35598,37305,38663,37051.2,0.260377518
California-El Dorado County,California,El Dorado County,6,17,0,0,0,0,3,3,3,2,0,3,2,0,2,2,1,9,0.00009,1.8,,178447,181171,180933,180616,181737,902904,8633,0.009561371,27855,0.030850456,49871,0.055234001,40639,0.045009215,126998,7,22,39,32,88581,81040,7541,9,88797,82585,6212,7,68778,65201,61970,68446,63002,65479.4,0.072520888
California-Fresno County,California,Fresno County,6,19,1,0,1,0,0,0,1,0,2,1,3,0,4,0,0,8,0.00008,1.6,,915267,932719,940974,947581,955272,4691813,149147,0.031788778,125095,0.026662401,171102,0.036468205,108293,0.023081269,553637,27,23,31,20,439885,381766,58119,13,441022,389805,51217,12,45219,44869,42572,41563,43741,43592.8,0.009291248
California-Glenn County,California,Glenn County,6,21,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0.00002,0.4,,28299,28101,28173,27957,27940,140470,4923,0.035046629,4664,0.033202819,5573,0.039673952,2585,0.018402506,17745,28,26,31,15,12976,11402,1574,12,12908,11533,1375,11,41904,40859,40221,41201,42129,41262.8,0.293748131
California-Humboldt County,California,Humboldt County,6,23,10,4,5,5,7,11,4,6,6,4,14,8,2,4,5,32,0.00032,6.4,,129623,135017,135227,134584,134493,668944,8733,0.013054904,23263,0.034775706,33648,0.050300175,24870,0.037178,90514,10,26,37,27,63152,57989,5163,8,62751,58495,4256,7,35985,38254,39526,39837,40882,38896.8,0.058146571
California-Imperial County,California,Imperial County,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,166874,174750,175895,176768,176584,870871,37122,0.04262629,22687,0.026050931,30869,0.035446122,13937,0.016003518,104615,35,22,30,13,78765,59151,19614,25,80266,61309,18957,24,37846,39261,36898,38185,40106,38459.2,0.044161764
California-Inyo County,California,Inyo County,6,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,17293,18535,18423,18441,18467,91159,1588,0.017420112,4248,0.046599897,4674,0.05127305,2862,0.031395693,13372,12,32,35,21,9368,8626,742,8,9213,8570,643,7,44090,44507,44928,45748,45784,45011.4,0.493768032
California-Kern County,California,Kern County,6,29,2,0,2,1,0,2,1,2,5,2,2,0,0,0,0,4,0.00004,0.8,,807407,841796,849467,855498,864124,4218292,137454,0.032585226,132228,0.031346336,154430,0.036609604,74587,0.017681801,498699,28,27,31,15,394225,347955,46270,12,394849,353645,41204,10,46938,45045,44903,45599,46688,45834.6,0.010865677
California-Kings County,California,Kings County,6,31,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4,0.00004,0.8,,148764,152417,151994,151382,150960,755517,26757,0.035415484,23431,0.0310132,30082,0.039816444,11837,0.015667417,92107,29,25,33,13,58076,50257,7819,14,57393,50473,6920,12,44102,44020,48319,45464,45794,45539.8,0.060276341
California-Lake County,California,Lake County,6,33,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0.00001,0.2,,65279,64767,64295,63965,63860,322166,6714,0.020840188,12621,0.039175456,19195,0.059581086,7422,0.023037813,45952,15,27,42,16,29619,26425,3194,11,29928,27275,2653,9,36895,35914,35882,35437,36973,36220.2,0.112427134
California-Lassen County,California,Lassen County,6,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34473,34846,34266,33657,32163,169405,5066,0.029904666,6332,0.037377881,9970,0.058853044,3233,0.019084443,24601,21,26,41,13,10998,9830,1168,11,10808,9806,1002,9,46377,50093,47938,47480,50487,48475,0.286148579
California-Los Angeles County,California,Los Angeles County,6,37,2,9,6,7,2,8,11,9,8,7,11,6,0,20,6,44,0.00044,8.8,,9848011,9826044,9885201,9951690,10017068,49528014,1510337,0.0304946,1323720,0.026726692,1706435,0.034453936,1916280,0.038690831,6456772,23,21,26,30,4982268,4495669,486599,10,5025883,4610795,415088,8,54375,52595,52239,52929,54443,53316.2,0.001076486
California-Madera County,California,Madera County,6,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.00001,0.2,,148632,151178,152141,152235,152389,756575,29274,0.038692793,21410,0.028298582,29536,0.039039091,12642,0.016709513,92862,32,23,32,14,62658,54815,7843,13,63184,56203,6981,11,42769,43596,44795,42054,41223,42887.4,0.056686251
California-Marin County,California,Marin County,6,41,3,1,4,4,0,3,6,3,2,3,4,1,3,6,3,17,0.00017,3.4,,250750,252897,255252,255841,258365,1273105,14251,0.011193892,23099,0.018143829,47565,0.037361412,102114,0.080208624,187029,8,12,25,55,138872,131715,7157,5,140051,134071,5980,4,86658,82383,78470,88654,94347,86102.4,0.067631814
California-Mariposa County,California,Mariposa County,6,43,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,2,0.00002,0.4,,17792,18262,18189,17888,17755,89886,1682,0.018712592,3881,0.043176913,5164,0.057450548,2906,0.03232984,13633,12,28,38,21,8195,7334,861,11,8128,7413,715,9,42775,42222,42175,43166,45251,43117.8,0.479694279
California-Mendocino County,California,Mendocino County,6,45,7,4,10,6,2,1,0,5,9,7,10,7,4,1,2,29,0.00029,5.8,,86040,87766,87434,87373,87192,435805,9084,0.020844185,15788,0.036227212,22969,0.052704765,13478,0.030926676,61319,15,26,37,22,41141,37758,3383,8,41067,38229,2838,7,41488,40339,41236,41088,42001,41230.4,0.094607451
California-Merced County,California,Merced County,6,47,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.00001,0.2,,245321,256752,259620,261632,263228,1286553,49109,0.038170989,36051,0.028021387,43815,0.034056117,18629,0.014479777,147604,33,24,30,13,114954,98317,16637,15,115386,100615,14771,13,39922,41730,40016,42552,41003,41044.6,0.031902767
California-Modoc County,California,Modoc County,6,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9107,9705,9498,9346,9147,46803,1032,0.022049869,1841,0.039335085,2659,0.056812597,1275,0.027241843,6807,15,27,39,19,3479,3049,430,12,3365,3012,353,11,34290,34579,34654,36724,37055,35460.4,0.757652287
California-Mono County,California,Mono County,6,51,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,2,0.00002,0.4,,12927,14259,14395,14349,14074,70004,1585,0.022641563,1940,0.027712702,3336,0.04765442,2907,0.041526199,9768,16,20,34,30,8360,7646,714,9,8161,7572,589,7,53973,52768,48758,53067,55107,52734.6,0.753308382
California-Monterey County,California,Monterey County,6,53,1,1,5,1,1,0,0,0,0,0,1,1,1,1,0,4,0.00004,0.8,,410370,416342,421343,426072,428826,2102953,76115,0.036194342,53372,0.02537955,72370,0.034413513,60313,0.028680146,262170,29,20,28,23,216836,194498,22338,10,219814,199894,19920,9,57647,53735,52746,56038,55411,55115.4,0.026208574
California-Napa County,California,Napa County,6,55,2,3,1,0,1,1,0,3,0,2,0,1,2,1,2,6,0.00006,1.2,,134650,136780,137883,138916,140326,688555,15871,0.02304972,18279,0.026546899,30422,0.044182382,29356,0.042634212,93928,17,19,32,31,72862,67900,4962,7,74041,69912,4129,6,66970,62893,61179,65698,68619,65071.8,0.094504869
California-Nevada County,California,Nevada County,6,57,9,6,3,4,1,3,2,2,2,1,5,6,2,0,0,14,0.00014,2.8,,97751,98774,98714,98267,98200,491706,4176,0.00849288,15514,0.031551374,29893,0.060794458,23703,0.048205635,73286,6,21,41,32,48028,44158,3870,8,47906,44753,3153,7,57250,54154,53833,54230,55246,54942.6,0.111738722
California-Orange County,California,Orange County,6,59,3,0,3,2,0,1,2,1,1,1,7,6,0,0,0,14,0.00014,2.8,,3026786,3018026,3053932,3085355,3114363,15298462,325182,0.021255862,361476,0.023628258,583299,0.03812795,738851,0.04829577,2008808,16,18,29,37,1566788,1464904,101884,7,1575606,1489164,86442,6,71735,70727,72046,71866,73827,72040.2,0.004708983
California-Placer County,California,Placer County,6,61,1,4,3,0,2,2,3,0,1,4,0,1,2,1,0,8,0.00008,1.6,,348552,350137,356946,361420,367309,1784364,15521,0.008698337,48981,0.027450117,93108,0.052179936,85184,0.047739138,242794,6,20,38,35,175911,162342,13569,8,176474,165421,11053,6,70751,68330,69581,69521,73643,70365.2,0.039434331
California-Plumas County,California,Plumas County,6,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,20122,19916,19649,19338,18859,97884,1487,0.015191451,3409,0.034826938,6513,0.066537943,3328,0.033999428,14737,10,23,44,23,8238,7095,1143,14,8140,7188,952,12,42684,41421,44923,46450,47645,44624.6,0.455892689
California-Riverside County,California,Riverside County,6,65,3,2,1,2,1,4,0,0,1,5,1,5,1,2,3,14,0.00014,2.8,,2125440,2202442,2236086,2264879,2292507,11121354,281318,0.025295301,348392,0.031326401,464157,0.041735656,282156,0.025370652,1376023,20,25,34,21,998570,899800,98770,10,1010706,927334,83372,8,55151,53981,52491,52416,53909,53589.6,0.004818622
California-Sacramento County,California,Sacramento County,6,67,3,4,2,4,2,6,3,2,0,0,1,1,0,0,0,2,0.00002,0.4,,1400949,1421973,1435277,1448053,1462131,7168383,131513,0.018346257,204046,0.028464718,333852,0.046572846,260546,0.036346551,929957,14,22,36,28,680908,620449,60459,9,682174,632195,49979,7,52502,52655,52236,52617,52980,52598,0.007337499
California-San Benito County,California,San Benito County,6,69,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.00001,0.2,,55058,55537,56133,56869,57600,281197,8072,0.028705854,8104,0.028819653,12399,0.044093643,6358,0.022610483,34933,23,23,35,18,28838,25627,3211,11,29242,26511,2731,9,61281,58194,62618,60577,66780,61890,0.220094809
California-San Bernardino County,California,San Bernardino County,6,71,1,0,0,1,0,0,0,0,1,2,0,2,0,1,0,5,0.00005,1,,2017673,2041647,2063143,2077453,2088371,10288287,268670,0.026114163,322364,0.031333107,412124,0.040057592,230807,0.022433958,1233965,22,26,33,19,898394,810707,87687,10,909188,835991,73197,8,52137,52270,51017,50603,52112,51627.8,0.005018114
California-San Diego County,California,San Diego County,6,73,9,3,7,2,4,8,9,5,3,10,10,7,6,6,7,39,0.00039,7.8,,3053793,3104182,3138550,3176138,3211252,15683915,297188,0.018948585,390636,0.024906791,651358,0.041530319,707307,0.045097605,2046489,15,19,32,35,1546196,1425797,120399,8,1546363,1447147,99216,6,60103,59759,59290,60235,61365,60150.4,0.003835165
California-San Francisco County,California,San Francisco County,6,75,2,3,3,3,1,8,6,3,5,1,10,1,1,9,0,22,0.00022,4.4,,815358,805704,815016,827420,837442,4100940,87099,0.021238789,84516,0.020608934,130904,0.031920487,332892,0.08117456,635411,14,13,21,52,519770,491421,28349,6,532645,509338,23307,4,70247,70883,69354,72093,76933,71902,0.017533053
California-San Joaquin County,California,San Joaquin County,6,77,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,4,0.00004,0.8,,674860,687489,695130,701151,704379,3463009,95684,0.027630306,108245,0.031257499,140720,0.040635182,76040,0.021957783,420689,23,26,33,18,311335,272758,38577,12,311061,277967,33094,11,52201,49742,50376,50431,51219,50793.8,0.014667533
California-San Luis Obispo County,California,San Luis Obispo County,6,79,1,0,0,0,0,1,0,0,1,0,0,1,0,3,3,4,0.00004,0.8,,266971,270005,271253,274622,276443,1359294,18744,0.013789511,37596,0.027658476,66898,0.049215254,56646,0.041673104,179884,10,21,37,31,137968,128591,9377,7,139865,132027,7838,6,55638,53620,53877,58427,57743,55861,0.041095598
California-San Mateo County,California,San Mateo County,6,81,2,4,3,5,1,4,2,0,2,11,2,0,1,8,5,22,0.00022,4.4,,718989,719756,728288,738681,747373,3653087,58725,0.016075445,88351,0.024185299,138442,0.037897263,227773,0.062350828,513291,11,17,27,44,420226,398203,22023,5,430778,412661,18117,4,84678,82413,81378,81568,91061,84219.6,0.023054365
California-Santa Barbara County,California,Santa Barbara County,6,83,0,1,2,3,2,0,0,2,2,9,1,5,0,7,1,22,0.00022,4.4,,407057,424238,425724,430426,435697,2123142,55042,0.025924785,46226,0.021772449,79697,0.037537291,82425,0.03882218,263390,21,18,30,31,217195,201678,15517,7,218721,205421,13300,6,58555,56243,59494,60683,60803,59155.6,0.027862291
California-Santa Clara County,California,Santa Clara County,6,85,2,2,6,4,0,2,9,2,0,2,4,10,4,12,5,32,0.00032,6.4,,1784642,1786539,1811297,1836025,1862041,9080544,164456,0.018110809,189529,0.020871987,298934,0.032920274,567286,0.062472689,1220205,13,16,24,46,975045,911379,63666,7,995256,943520,51736,5,84990,84627,84741,91195,91843,87479.2,0.009633696
California-Santa Cruz County,California,Santa Cruz County,6,87,5,10,1,7,3,0,6,5,2,5,7,8,6,7,6,33,0.00033,6.6,,256218,263309,264797,266508,269419,1320251,25713,0.019475842,26615,0.020159046,55102,0.041736003,63228,0.047890893,170658,15,16,32,37,142235,127654,14581,10,142626,130157,12469,9,60816,60247,61228,65799,65282,62674.4,0.047471579
California-Shasta County,California,Shasta County,6,89,0,2,1,0,2,2,0,0,0,0,5,1,1,0,0,7,0.00007,1.4,,181099,177284,177917,178368,178980,893648,14276,0.01597497,32252,0.036090273,53133,0.059456296,23027,0.025767416,122688,12,26,43,19,75459,66550,8909,12,75458,68165,7293,10,42552,41058,41796,44477,41236,42223.8,0.047248805
California-Sierra County,California,Sierra County,6,91,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.00001,0.2,,3174,3222,3101,3075,3047,15619,262,0.016774441,854,0.054676996,899,0.057558102,456,0.029195211,2471,11,35,36,18,1441,1255,186,13,1448,1303,145,10,41788,42800,45060,45157,46449,44250.8,2.833139125
California-Siskiyou County,California,Siskiyou County,6,93,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0.00002,0.4,,44634,44978,44726,44223,43799,222360,3546,0.015947113,8442,0.037965461,12477,0.056111711,7666,0.034475625,32131,11,26,39,24,18202,15794,2408,13,18001,15973,2028,11,39218,36001,35175,36597,37108,36819.8,0.165586436
California-Solano County,California,Solano County,6,95,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.00001,0.2,,407234,414119,416760,420335,424788,2083236,35379,0.016982713,66903,0.03211494,106395,0.051071986,66931,0.032128381,275608,13,24,39,24,204298,185917,18381,9,203706,188520,15186,8,65079,62948,63090,61976,63398,63298.2,0.030384556
California-Sonoma County,California,Sonoma County,6,97,8,6,4,9,2,9,8,9,9,10,9,3,12,7,10,41,0.00041,8.2,,472102,484698,487549,490596,495025,2429970,44678,0.018386235,67274,0.027685115,115911,0.047700589,108445,0.044628123,336308,13,20,34,32,252667,235061,17606,7,257295,242944,14351,6,61985,58703,60792,59855,61020,60471,0.024885492
California-Stanislaus County,California,Stanislaus County,6,99,1,2,0,0,0,1,0,0,1,1,1,0,1,0,0,3,0.00003,0.6,,510385,515281,517849,521450,525491,2590456,74947,0.028931972,90042,0.034759131,100621,0.038842968,52104,0.020113833,317714,24,28,32,16,241655,210419,31236,13,241446,214361,27085,11,48550,47442,44287,46324,47808,46882.2,0.018098049
California-Sutter County,California,Sutter County,6,101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92614,94821,94739,94659,95350,472183,12971,0.027470282,14271,0.030223452,21333,0.045179517,11176,0.023668789,59751,22,24,36,19,44872,38316,6556,15,44455,38802,5653,13,48073,46188,48749,46524,47903,47487.4,0.100569906
California-Tehama County,California,Tehama County,6,103,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.00001,0.2,,61138,63655,63338,63264,63057,314452,7966,0.02533296,12281,0.039055245,16244,0.051658123,5673,0.018040909,42164,19,29,39,13,24967,22050,2917,12,25250,22807,2443,10,38179,38188,37297,38577,43459,39140,0.124470507
California-Trinity County,California,Trinity County,6,105,1,1,1,1,3,3,0,1,0,0,1,1,0,1,1,3,0.00003,0.6,,14165,13756,13718,13506,13448,68593,911,0.013281239,2969,0.0432843,4318,0.06295103,2221,0.032379397,10419,9,28,41,21,5143,4523,620,12,5045,4544,501,10,33546,35207,33163,35162,35708,34557.2,0.503800679
California-Tulare County,California,Tulare County,6,107,0,2,0,0,0,0,0,1,0,4,2,0,1,1,0,8,0.00008,1.6,,429668,443342,447705,451043,454143,2225901,81386,0.036563171,61069,0.027435632,78097,0.035085568,33856,0.015210021,254408,32,24,31,13,200940,172028,28912,14,198631,172359,26272,13,39876,42377,40599,40197,39657,40541.2,0.018213389
California-Tuolumne County,California,Tuolumne County,6,109,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,55175,55168,54703,54050,53874,272970,4472,0.016382753,11905,0.043612851,16636,0.060944426,8015,0.029362201,41028,11,29,41,20,21680,19334,2346,11,21638,19750,1888,9,48027,44751,43530,46624,50774,46741.2,0.171232004
California-Ventura County,California,Ventura County,6,111,2,2,1,1,2,1,0,4,2,3,4,0,2,2,0,11,0.00011,2.2,,802983,825312,830623,834398,839620,4132936,92204,0.022309564,101794,0.024629948,174282,0.042169054,168659,0.04080852,536939,17,19,32,31,434272,400105,34167,8,431547,402720,28827,7,71246,71418,74019,71043,76513,72847.8,0.017626162
California-Yolo County,California,Yolo County,6,113,0,0,2,0,1,0,1,1,0,0,0,0,1,1,1,2,0.00002,0.4,,199407,201136,202080,203838,204593,1011054,18521,0.018318507,21728,0.021490445,32836,0.032476999,44523,0.044036224,117608,16,18,28,38,101414,92227,9187,9,101799,93985,7814,8,56120,54433,50174,51040,55011,53355.6,0.052772255
California-Yuba County,California,Yuba County,6,115,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,4,0.00004,0.8,,72925,72388,72566,72969,73340,364188,9270,0.025453886,11164,0.030654497,17685,0.048560084,6038,0.016579349,44157,21,25,40,14,28336,24613,3723,13,28165,25007,3158,11,40947,41045,43299,41599,41824,41742.8,0.114618823
Colorado-Adams County,Colorado,Adams County,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,440994,443492,451709,460057,469193,2265445,52565,0.023202947,83872,0.037022307,86764,0.038298877,59055,0.026067726,282256,19,30,31,21,242672,223231,19441,8,245361,231357,14004,6,53779,52785,52429,55695,54876,53912.8,0.023797885
Colorado-Alamosa County,Colorado,Alamosa County,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15424,15900,16101,16123,16253,79801,1432,0.017944637,2555,0.032017143,3111,0.038984474,2263,0.028358041,9361,15,27,33,24,7575,6862,713,9,7558,7022,536,7,35960,36339,36870,37731,37484,36876.8,0.462109497
Colorado-Arapahoe County,Colorado,Arapahoe County,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.00001,0.2,,565360,574757,585827,595850,607070,2928864,33305,0.011371303,81114,0.027694697,122712,0.041897473,150247,0.051298729,387378,9,21,32,39,327606,306297,21309,7,333429,317086,16343,5,56099,58152,57042,60525,61092,58582,0.020001612
Colorado-Archuleta County,Colorado,Archuleta County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12430,12065,12015,12103,12194,60807,735,0.012087424,2579,0.04241288,2632,0.04328449,2910,0.047856332,8856,8,29,30,33,5716,5226,490,9,5751,5407,344,6,46013,46165,48043,46127,44417,46153,0.759008009
Colorado-Baca County,Colorado,Baca County,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3723,3787,3809,3761,3682,18762,347,0.01849483,887,0.04727641,1034,0.055111395,472,0.025157233,2740,13,32,38,17,1904,1826,78,4,1962,1907,55,3,32660,33086,34168,37775,35787,34695.2,1.849227161
Colorado-Bent County,Colorado,Bent County,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6560,6507,6305,5780,5688,30840,985,0.03193904,2034,0.065953307,1339,0.043417639,423,0.013715953,4781,21,43,28,9,1651,1527,124,8,1673,1585,88,5,30890,33702,35522,33540,34440,33618.8,1.090103761
Colorado-Boulder County,Colorado,Boulder County,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,303482,296318,300506,305297,310048,1515651,11783,0.007774217,23922,0.015783317,44695,0.029488979,112415,0.074169449,192815,6,12,23,58,175582,166020,9562,5,177744,170468,7276,4,63757,62215,68101,66894,71405,66474.4,0.043858646
Colorado-Broomfield County,Colorado,Broomfield County,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55990,56089,57193,58311,59471,287054,1937,0.006747859,6078,0.021173716,11838,0.041239627,17951,0.062535272,37804,5,16,31,47,32924,31027,1897,6,33583,32147,1436,4,77606,76006,79051,81040,79117,78564,0.273690664
Colorado-Chaffee County,Colorado,Chaffee County,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17156,17805,18022,18127,18510,89620,1247,0.013914305,3950,0.044074983,4103,0.045782191,4769,0.053213568,14069,9,28,29,34,8339,7830,509,6,8501,8125,376,4,42602,42420,44156,44651,48012,44368.2,0.495070297
Colorado-Cheyenne County,Colorado,Cheyenne County,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1746,1835,1870,1881,1890,9222,192,0.020819779,463,0.050206029,508,0.055085665,315,0.03415745,1478,13,31,34,21,974,933,41,4,998,969,29,3,42026,44464,46965,51093,50379,46985.4,5.094925179
Colorado-Clear Creek County,Colorado,Clear Creek County,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8706,9103,9050,9060,9031,44950,237,0.005272525,1627,0.036195773,2326,0.051746385,2775,0.061735261,6965,3,23,33,40,5466,5125,341,6,5564,5305,259,5,64241,64822,65420,65359,63489,64666.2,1.438625139
Colorado-Conejos County,Colorado,Conejos County,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7844,8278,8308,8275,8277,40982,913,0.022278073,1830,0.04465375,1496,0.036503831,1003,0.024474159,5242,17,35,29,19,3620,3242,378,10,3629,3345,284,8,29594,32254,32588,31970,34923,32265.8,0.787316383
Colorado-Costilla County,Colorado,Costilla County,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3148,3528,3641,3593,3518,17428,598,0.0343126,734,0.042116135,714,0.040968556,497,0.028517328,2543,24,29,28,20,1602,1424,178,11,1622,1474,148,9,24758,27305,26125,26075,28233,26499.2,1.520495754
Colorado-Crowley County,Colorado,Crowley County,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6403,5846,5803,5376,5322,28750,986,0.034295652,1350,0.046956522,1154,0.04013913,490,0.017043478,3980,25,34,29,12,1330,1233,97,7,1313,1233,80,6,29104,34569,30279,30460,31477,31177.8,1.084445217
